5letter code	kingdom/super group	clade/phylum	supergroup2	order	family	scientific name	synonym used for letter code	taxID from NCBI	data source	genome version	Pubmed ID paper	#proteins	# organellar proteins	# mitochondrium proteins 	# plastid proteins	# plasmid proteins	isoforms available	number of isoforms	date added to database	date updated/checked	URL source	URL working?	non-URL source	publicly available	source mitochondrial sequences	mt-URL working?	source of plastid sequences	pt-URL working?	notes	numer of plasmids	plasmid sources working?	plasmid source 01	plasmid source 02	plasmid source 03	plasmid source 04	plasmid source 05	plasmid source 06
ISOPA	Bacteria	Planctomycetia	-	Planctomycetales	Isosphaeraceae	Isosphaera pallida ATCC 43644	-	575540	genome	1	-	3892	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/345/GCF_000186345.1_ASM18634v1/GCF_000186345.1_ASM18634v1_protein.faa.gz	yes	NCBI	yes					File contains 43 plasmid proteins according to NCBI which are not distinguishable	1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
KTERA	Bacteria	Ktedonobacteria	-	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter racemifer DSM 44963	-	485913	genome	1	-	10929	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/855/GCF_000178855.1_ASM17885v1/GCF_000178855.1_ASM17885v1_protein.faa.gz	yes	NCBI	yes													
LEPIN	Bacteria	Spirochaetia	-	-	Leptospiraceae	Leptospira interrogans serovar Lai str. 56601	-	189518	genome	1	-	3683	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/565/GCF_000092565.1_ASM9256v1/GCF_000092565.1_ASM9256v1_protein.faa.gz	yes	NCBI	yes													
LEPFE	Bacteria	Nitrospira	-	Nitrospirales	Nitrospiraceae	Leptospirillum ferrooxidans C2-3	-	1162668	genome	1	-	2477	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/315/GCF_000284315.1_ASM28431v1/GCF_000284315.1_ASM28431v1_protein.faa.gz	yes	NCBI	yes													
LISMO	Bacteria	Firmicutes	-	Bacillales	Listeriaceae	Listeria monocytogenes EGD-e	-	169963	genome	1	-	2867	0	0	0	0	no	0	14/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/035/GCF_000196035.1_ASM19603v1/GCF_000196035.1_ASM19603v1_protein.faa.gz	yes	NCBI	yes													
MAGM1	Bacteria	Alphaproteobacteria	-	Magnetococcales	Magnetococcaceae	Magnetococcus marinus MC-1	-	156889	genome	1	-	3641	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/865/GCF_000014865.1_ASM1486v1/GCF_000014865.1_ASM1486v1_protein.faa.gz	yes	NCBI	yes													
MAGMA	Bacteria	Alphaproteobacteria	-	Rhodospirillales	Rhodospirillaceae	Magnetospirillum magneticum AMB-1	-	342108	genome	?	-	4428	0	0	0	0	no	0	10/04/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/985/GCF_000009985.1_ASM998v1/GCF_000009985.1_ASM998v1_protein.faa.gz	yes		yes													
MESLO	Bacteria	Alphaproteobacteria	-	Rhizobiales	Phyllobacteriaceae	Mesorhizobium loti MAFF303099	-	266835	genome	?	-	7043	529	0	0	529	no	0	29/06/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/625/GCF_000009625.1_ASM962v1/GCF_000009625.1_ASM962v1_protein.faa.gz	yes		yes					changed names and added to final	2	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_002679.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_002682.1				
METME	Bacteria	Gammaproteobacteria	-	Methylococcales	Methylococcaceae	Methylomonas methanica MC09	-	857087	genome	1	-	4433	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/665/GCF_000214665.1_ASM21466v1/GCF_000214665.1_ASM21466v1_protein.faa.gz	yes	NCBI	yes													
MUCSC	Bacteria	Deferribacteres	-	Deferribacterales	Deferribacteraceae	Mucispirillum schaedleri ASF457	-	1379858	genome	1	-	2050	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/995/GCF_000487995.1_Muci_scha_ASF457_V1/GCF_000487995.1_Muci_scha_ASF457_V1_protein.faa.gz	yes	NCBI	yes													
MYCLE	Bacteria	Actinobacteria	-	Corynebacteriales	Mycobacteriaceae	Mycobacterium leprae TN	-	272631	genome	?	-	1605	0	0	0	0	no	0	03/06/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/855/GCF_000195855.1_ASM19585v1/GCF_000195855.1_ASM19585v1_protein.faa.gz	yes		yes					changed names and added to final	1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_010604.1					
MYCMA	Bacteria	Actinobacteria	-	Corynebacteriales	Mycobacteriaceae	Mycobacterium marinum M	-	216594	genome	?	-	5392	29	0	0	29	no	0	12/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/345/GCF_000018345.1_ASM1834v1/GCF_000018345.1_ASM1834v1_protein.faa.gz	yes		yes													
MYCTU	Bacteria	Actinobacteria	-	Corynebacteriales	Mycobacteriaceae	Mycobacterium tuberculosis H37Rv	-	83332	genome	?	-	3906	0	0	0	0	no	0	03/06/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/955/GCF_000195955.2_ASM19595v2/GCF_000195955.2_ASM19595v2_protein.faa.gz	yes		yes					changed names and added to final								
MYXXA	Bacteria	Deltaproteobacteria	-	Myxococcales	Myxococcaceae	Myxococcus xanthus DK 1622	-	246197	genome	1	-	7165	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/685/GCF_000012685.1_ASM1268v1/GCF_000012685.1_ASM1268v1_protein.faa.gz	yes	NCBI	yes													
NOSPU	Bacteria	Cyanobacteria	-	Nostocales	Nostocaceae	Nostoc punctiforme PCC 73102	-	63737	genome	?	-	6873	603	0	0	603	no	0	14/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/025/GCF_000020025.1_ASM2002v1/GCF_000020025.1_ASM2002v1_protein.faa.gz	yes		yes					changed names and added to final	5	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_010629.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_010630.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_010631.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_010632.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_010633.1	
NOSSP	Bacteria	Cyanobacteria	-	Nostocales	Nostocaceae	Nostoc sp. PCC 7120	-	103690	genome	?	-	5365	674	0	0	674	no	0	30/03/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/705/GCF_000009705.1_ASM970v1/GCF_000009705.1_ASM970v1_protein.faa.gz	yes		yes						6	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_003240.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_003241.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_003267.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_003270.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_003273.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_003276.1
PERMA	Bacteria	Aquificae	-	Aquificales	Hydrogenothermaceae	Persephonella marina EX-H1	-	123214	genome	1	-	2032	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/565/GCF_000021565.1_ASM2156v1/GCF_000021565.1_ASM2156v1_protein.faa.gz	yes	NCBI	yes					File contains 65 plasmid proteins according to NCBI which are not distinguishable	1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
PETMO	Bacteria	Thermotogae	-	Petrotogales	-	Petrotoga mobilis SJ95	-	403833	genome	1	-	1930	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/605/GCF_000018605.1_ASM1860v1/GCF_000018605.1_ASM1860v1_protein.faa.gz	yes	NCBI	yes													
PROMA	Bacteria	Cyanobacteria	-	Prochlorales	Prochlorococcaceae	Prochlorococcus marinus str. MIT 9313	-	74547	genome	?	-	2269	0	0	0	0	no	0	29/06/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/925/GCF_000007925.1_ASM792v1/GCF_000007925.1_ASM792v1_protein.faa.gz	yes		yes													
PSEFL	Bacteria	Gammaproteobacteria	-	Pseudomonadales	Pseudomonadaceae	Pseudomonas fluorescens F113	-	1114970	genome	1	-	5932	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/065/GCF_000237065.1_ASM23706v1/GCF_000237065.1_ASM23706v1_protein.faa.gz	yes	NCBI	yes													
PSESP	Bacteria	Gammaproteobacteria	-	Pseudomonadales	Pseudomonadaceae	Pseudomonas savastanoi pv. phaseolicola 1448A	Pseudomonas syringae pv. phaseolicola 1448A	264730	genome	?	-	4985	187	0	0	187	no	0	25/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/205/GCF_000012205.1_ASM1220v1/GCF_000012205.1_ASM1220v1_protein.faa.gz	yes		yes						2	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007274.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_007275.1				
PSESS	Bacteria	Gammaproteobacteria	-	Pseudomonadales	Pseudomonadaceae	Pseudomonas syringae pv. syringae B728a	-	205918	genome	?	-	5089	0	0	0	0	no	0	24/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/245/GCF_000012245.1_ASM1224v1/GCF_000012245.1_ASM1224v1_protein.faa.gz	yes		yes													
PSEST	Bacteria	Gammaproteobacteria	-	Pseudomonadales	Pseudomonadaceae	Pseudomonas syringae pv. tomato str. DC3000	-	223283	genome	?	-	5481	138	0	0	138	no	0	17/07/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/805/GCF_000007805.1_ASM780v1/GCF_000007805.1_ASM780v1_protein.faa.gz	yes		yes						2	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_004632.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_004633.1				
PSYCR	Bacteria	Gammaproteobacteria	-	Pseudomonadales	Moraxellaceae	Psychrobacter cryohalolentis K5	-	335284	genome	?	-	2467	44	0	0	44	no	0	27/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/905/GCF_000013905.1_ASM1390v1/GCF_000013905.1_ASM1390v1_protein.faa.gz	yes		yes						1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007968.1					
RHIET	Bacteria	Alphaproteobacteria	-	Rhizobiales	Rhizobiaceae	Rhizobium etli CFN 42	-	347834	genome	?	-	4035	1928	0	0	1928	no	0	27/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/045/GCF_000092045.1_ASM9204v1/GCF_000092045.1_ASM9204v1_protein.faa.gz	yes		yes						6	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007762.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_007763.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_007764.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_007765.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_007766.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_004041.2
RHOSP	Bacteria	Alphaproteobacteria	-	Rhodobacterales	Rhodobacteraceae	Rhodobacter sphaeroides 2.4.1	-	272943	genome	?	-	3040	1240	0	0	1240	no	0	25/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/905/GCF_000012905.2_ASM1290v2/GCF_000012905.2_ASM1290v2_protein.faa.gz	yes		yes						6	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007488.2	http://www.ncbi.nlm.nih.gov/nuccore/NC_007489.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_007490.2	http://www.ncbi.nlm.nih.gov/nuccore/NC_009007.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_009008.1	https://www.ncbi.nlm.nih.gov/nuccore/NC_007494
RHOMA	Bacteria	Planctomycetia	-	Planctomycetales	Planctomycetaceae	Rhodopirellula maiorica SM1	-	1265738	genome	1	-	6285	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/295/GCF_000346295.1_ASM34629v1/GCF_000346295.1_ASM34629v1_protein.faa.gz	yes	NCBI	yes													
RHOPA	Bacteria	Alphaproteobacteria	-	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas palustris CGA009	-	258594	genome	?	-	4813	7	0	0	7	no	0	03/06/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/775/GCF_000195775.1_ASM19577v1/GCF_000195775.1_ASM19577v1_protein.faa.gz	yes		yes						1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_005297.1					
RHORU	Bacteria	Alphaproteobacteria	-	Rhodospirillales	Rhodospirillaceae	Rhodospirillum rubrum ATCC 11170	-	269796	genome	?	-	3787	50	0	0	50	no	0	01/04/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/085/GCF_000013085.1_ASM1308v1/GCF_000013085.1_ASM1308v1_protein.faa.gz	yes		yes						1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007641.1					
SALEN	Bacteria	Gammaproteobacteria	-	Enterobacterales	Enterobacteriaceae	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	-	99287	genome	2	-	4446	102	0	0	102	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/945/GCF_000006945.2_ASM694v2/GCF_000006945.2_ASM694v2_protein.faa.gz	yes	NCBI	yes						1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
SHIFL	Bacteria	Gammaproteobacteria	-	Enterobacterales	Enterobacteriaceae	Shigella flexneri 2a str. 301	-	198214	genome	2	-	4051	262	0	0	262	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/925/GCF_000006925.2_ASM692v2/GCF_000006925.2_ASM692v2_protein.faa.gz	yes	NCBI	yes						1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
SINME	Bacteria	Alphaproteobacteria	-	Rhizobiales	Rhizobiaceae	Sinorhizobium meliloti 1021	-	266834	genome	?	-	3359	2859	0	0	2859	no	0	04/07/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/965/GCF_000006965.1_ASM696v1/GCF_000006965.1_ASM696v1_protein.faa.gz	yes		yes						2	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_003037.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_003078.1				
SPHTH	Bacteria	Thermomicrobia	-	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter thermophilus DSM 20745	-	479434	genome	1	-	3431	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/985/GCF_000024985.1_ASM2498v1/GCF_000024985.1_ASM2498v1_protein.faa.gz	yes	NCBI	yes													
SPHAL	Bacteria	Alphaproteobacteria	-	Sphingomonadales	Sphingomonadaceae	Sphingopyxis alaskensis RB2256	-	317655	genome	?	-	3165	30	0	0	30	no	0	01/04/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/985/GCF_000013985.1_ASM1398v1/GCF_000013985.1_ASM1398v1_protein.faa.gz	yes		yes						1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_008036.1					
STAAU	Bacteria	Firmicutes	-	Bacillales	Staphylococcaceae	Staphylococcus aureus subsp. aureus NCTC 8325	-	93061	genome	1	-	2767	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/425/GCF_000013425.1_ASM1342v1/GCF_000013425.1_ASM1342v1_protein.faa.gz	yes	NCBI	yes													
STRAV	Bacteria	Actinobacteria	-	Streptomycetales	Streptomycetaceae	Streptomyces avermitilis MA-4680	-	227882	genome	?	-	7580	96	0	0	96	no	0	31/03/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/765/GCA_000009765.2_ASM976v2/GCA_000009765.2_ASM976v2_protein.faa.gz	yes		yes						1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_004719.1					
STRCO	Bacteria	Actinobacteria	-	Streptomycetales	Streptomycetaceae	Streptomyces coelicolor A3	-	214689	genome	?	-	7767	385	0	0	385	no	0	01/10/2010	12/06/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000203835.1_ASM20383v1/GCF_000203835.1_ASM20383v1_protein.faa.gz	yes		yes						1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_003903.1					
SULDE	Bacteria	Epsilonproteobacteria	-	Campylobacterales	Helicobacteraceae	Sulfurimonas denitrificans DSM 1251	-	326298	genome	1	-	2119	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/965/GCF_000012965.1_ASM1296v1/GCF_000012965.1_ASM1296v1_protein.faa.gz	yes	NCBI	yes													
SYNEL	Bacteria	Cyanobacteria	-	Chroococcales	-	Synechococcus elongatus PCC 7942	-	1140	genome	?	-	2612	50	0	0	50	no	0	18/08/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/525/GCF_000012525.1_ASM1252v1/GCF_000012525.1_ASM1252v1_protein.faa.gz	yes		yes						1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007595.1					
SYNSP	Bacteria	Cyanobacteria	-	Chroococcales	-	Synechocystis sp. PCC 6803	-	1148	genome	?	-	3169	105	0	0	105	no	0	26/08/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/725/GCF_000009725.1_ASM972v1/GCF_000009725.1_ASM972v1_protein.faa.gz	yes		yes						1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_005230.1					
THAPE	Bacteria	Alphaproteobacteria	-	Rhodospirillales	Rhodospirillaceae	Thalassospira permensis NBRC 106175	-	1353532	genome	1.05	-	4025	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/555/GCF_000714555.1_SOAPdenovo_v1.05/GCF_000714555.1_SOAPdenovo_v1.05_protein.faa.gz	yes	NCBI	yes													
THEAT	Bacteria	Thermodesulfobacteria	-	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator atlanticus DSM 21156	-	1123371	genome	1	-	2179	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/585/GCF_000421585.1_ASM42158v1/GCF_000421585.1_ASM42158v1_protein.faa.gz	yes	NCBI	yes													
THEIN	Bacteria	Thermodesulfobacteria	-	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator indicus DSM 15286	-	667014	genome	1	-	2215	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/795/GCF_000217795.1_ASM21779v1/GCF_000217795.1_ASM21779v1_protein.faa.gz	yes	NCBI	yes													
THETH	Bacteria	Nitrospira	-	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio thiophilus DSM 17215	-	1123376	genome	1	-	1863	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/865/GCF_000423865.1_ASM42386v1/GCF_000423865.1_ASM42386v1_protein.faa.gz	yes	NCBI	yes													
THERO	Bacteria	Thermomicrobia	-	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium roseum DSM 5159	-	309801	genome	1	-	2643	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/685/GCF_000021685.1_ASM2168v1/GCF_000021685.1_ASM2168v1_protein.faa.gz	yes	NCBI	yes					File contains 865 plasmid proteins according to NCBI which are not distinguishable	1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
THEMA	Bacteria	Thermotogae	-	Thermotogales	Thermotogaceae	Thermotoga maritima MSB8	-	243274	genome	?	-	1871	0	0	0	0	no	0	29/03/2015	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/545/GCF_000008545.1_ASM854v1/GCF_000008545.1_ASM854v1_protein.faa.gz	yes		yes						2	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_003921.3	http://www.ncbi.nlm.nih.gov/nuccore/NC_003922.1				
THEAM	Bacteria	Aquificae	-	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio ammonificans HB-1	-	648996	genome	1	-	1800	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/805/GCF_000185805.1_ASM18580v1/GCF_000185805.1_ASM18580v1_protein.faa.gz	yes	NCBI	yes					File contains 97 plasmid proteins according to NCBI which are not distinguishable	1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
THIIN	Bacteria	Betaproteobacteria	-	Burkholderiales	-	Thiomonas intermedia	-	926	genome	1	-	2992	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/405/GCF_002028405.1_ASM202840v1/GCF_002028405.1_ASM202840v1_protein.faa.gz	yes	NCBI	yes					File contains 48 plasmid proteins according to NCBI which are not distinguishable	1	yes	plasmid source is same like protein resource since the plasmid proteins are included					
TREPA	Bacteria	Spirochaetia	-	Spirochaetales	Spirochaetaceae	Treponema pallidum subsp. pallidum str. Sea 81-4	-	1095955	genome	1	-	960	0	0	0	0	no	0	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/125/GCF_000604125.1_ASM60412v1/GCF_000604125.1_ASM60412v1_protein.faa.gz	yes	NCBI	yes													
XANAC	Bacteria	Gammaproteobacteria	-	Xanthomonadales	Xanthomonadaceae	Xanthomonas axonopodis pv. citri str. 306	-	190486	genome	?	-	4312	115	0	0	115	no	0	05/08/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/225/GCF_000349225.1_ASM34922v1/GCF_000349225.1_ASM34922v1_protein.faa.gz	yes		yes													
XANCC	Bacteria	Gammaproteobacteria	-	Xanthomonadales	Xanthomonadaceae	Xanthomonas campestris pv. campestris str. 8004	-	314565	genome	?	-	4271	0	0	0	0	no	0	29/06/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/145/GCF_000007145.1_ASM714v1/GCF_000007145.1_ASM714v1_protein.faa.gz	yes		yes													
XANOO	Bacteria	Gammaproteobacteria	-	Xanthomonadales	Xanthomonadaceae	Xanthomonas oryzae pv. oryzae KACC10331	-	291331	genome	?	-	4065	0	0	0	0	no	0	22/09/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/385/GCF_000007385.1_ASM738v1/GCF_000007385.1_ASM738v1_protein.faa.gz	yes		yes													
YERPE	Bacteria	Gammaproteobacteria	-	Enterobacteriales	Enterobacteriaceae	Yersinia pestis Antiqua	-	360102	genome	?	-	4164	197	0	0	197	no	0	28/05/2010	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/065/GCF_000009065.1_ASM906v1/GCF_000009065.1_ASM906v1_protein.faa.gz	yes		yes						3	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_008120.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_008121.1	http://www.ncbi.nlm.nih.gov/nuccore/NC_008122.1			
GONAV	Cryptophyta	Cryptophyceae				Goniomonas avonlea			genome			18429	0	0	0	0			15.03.21		From Archibald Lab																
GUITH	Cryptophyta	Cryptophyceae	-	Pyrenomonadales	Geminigeraceae	Guillardia theta	-	55529	genome	?	-	24840	147	0	147	0	no	0	29/10/2010	26/05/2020	http://genome.jgi.doe.gov/Guith1/download/Guith1_GeneCatalog_proteins_20101209.aa.fasta.gz	yes		yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_000926.1	yes									
GIALA	Excavata	Fornicata	Diplomonadida	Hexamitidae	Giardiinae	Giardia intestinalis	Giardia lamblia	5741	genome	3	-	5067	0	0	0	0	no	0	29/10/2010	26/05/2020	http://giardiadb.org/common/downloads/release-3.0/GintestinalisAssemblageE/fasta/data/GiardiaDB-3.0_GintestinalisAssemblageE_AnnotatedProteins.fasta	yes		yes													
LEIMA	Excavata	Euglenozoa	Kinetoplastida	Trypanosomatidae	Leishmaniinae	Leishmania major	-	5664	genome			8518	0	0	0	0			29/03/2015	29/06/2020	https://tritrypdb.org/common/downloads/Current_Release/LmajorFriedlin/fasta/data/	yes															
NAEGR	Excavata	Heterolobosea	-	Schizopyrenida	Vahlkampfiidae	Naegleria gruberi	-	5762	genome	?	-	15753	48	46	0	2	no	0	12/01/2009	26/05/2020	http://genome.jgi-psf.org/Naegr1/download/Naegr1_best_proteins.fasta.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_002573.1	yes			Plasmid: This record was removed by RefSeq staff. Please contact info@ncbi.nlm.nih.gov for further details.	1	yes	http://www.ncbi.nlm.nih.gov/nuccore/163937694					
TRIVA	Excavata	Parabasalia	-	Trichomonadida	Trichomonadidae	Trichomonas vaginalis	-	5722	genome			97475	0	0	0	0			29/03/2015	29/06/2020	https://trichdb.org/common/downloads/release-47/TvaginalisG3/fasta/data/	yes															
TRYBR	Excavata	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma brucei brucei TREU927		185431	genome			8787	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Trybru1/Trybru1.download.html																
TRYCR	Excavata	Euglenozoa	Kinetoplastida	Trypanosomatidae	-	Trypanosoma cruzi	-	5693	genome			10338	0	0	0	0			29/10/2010	29/06/2020	https://tritrypdb.org/common/downloads/release-47/TcruziCLBrenerEsmeraldo-like/fasta/data/	yes															
ALLMA	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces macrogynus	-	28583	genome	?	-	18773	21	21	0	0	yes	673	29/03/2015	26/05/2020	https://www.ncbi.nlm.nih.gov/bioproject/20563	yes		yes	http://www.ncbi.nlm.nih.gov/genome/organelles/327?	yes											
